episode_id,turn_idx,implicature_load,duration_sec,new_assumption_count,gap_to_next_sec,next_response_type
78358,0,71.2997,712.997,10.0,1.0009999999999764,Substantive
95485,22,71.23420000000002,712.3420000000001,10.0,,Silence/Abandonment
93357,21,71.05799999999999,710.5799999999999,10.0,1.7419999999997344,Clarification
87022,7,70.826,283.304,4.0,0.5730000000000928,Substantive
76362,0,70.04400000000001,350.22,5.0,0.5,Substantive
47415,15,69.80425000000002,279.2170000000001,4.0,0.9800000000000182,Clarification
83091,1,69.2616,692.616,10.0,1.65199999999993,Substantive
47213,0,69.0275,690.2750000000001,10.0,0.9959999999999809,Substantive
91056,5,68.16750000000002,681.6750000000002,10.0,2.462999999999738,Substantive
47999,0,67.80666666666667,203.42000000000002,3.0,1.2789999999999964,Substantive
47185,0,67.35369999999999,673.5369999999999,10.0,1.2019999999999982,Substantive
95484,32,67.20599999999997,672.0599999999997,10.0,,Silence/Abandonment
80120,14,67.14799999999998,201.44399999999996,3.0,1.2200000000000273,Substantive
51846,1,67.0332,670.332,10.0,1.6240000000000236,Substantive
74622,26,66.7729,667.729,10.0,,Silence/Abandonment
71100,1,66.72525,266.901,4.0,0.12000000000000455,Backchannel
64548,0,66.10220000000001,661.022,10.0,0.6200000000000045,Clarification
47212,0,66.08149999999999,660.8149999999999,10.0,1.0199999999999818,Backchannel
76131,0,65.80519999999999,658.0519999999999,10.0,1.0710000000000264,Silence/Abandonment
76923,28,65.792,657.9200000000001,10.0,,Silence/Abandonment
43701,5,64.37374999999999,257.49499999999995,4.0,3.3759999999999764,Clarification
49498,2,64.3437,643.437,10.0,,Silence/Abandonment
91929,1,63.09409999999999,630.9409999999999,10.0,1.0450000000000728,Substantive
47182,0,62.2833,622.833,10.0,1.5620000000000118,Silence/Abandonment
45233,5,62.20400000000001,622.0400000000001,10.0,3.8599999999999,Clarification
65214,10,61.587400000000024,615.8740000000003,10.0,1.6209999999996398,Clarification
95633,10,61.58720000000001,615.8720000000001,10.0,1.6210000000000946,Clarification
73762,1,61.3679,613.679,10.0,1.322999999999979,Substantive
74580,6,61.0979,610.979,10.0,0.5,Clarification
80547,19,60.4384,302.192,5.0,0.90300000000002,Clarification
76922,32,60.30740000000001,603.0740000000001,10.0,,Silence/Abandonment
43159,21,60.28239999999996,301.4119999999998,5.0,2.6210000000000946,Clarification
92926,27,59.51629999999998,595.1629999999998,10.0,1.038000000000011,Clarification
90578,0,59.425,594.25,10.0,0.31999999999993634,Substantive
70889,1,58.8702,588.702,10.0,0.2800000000000864,Clarification
78108,5,58.621000000000016,175.86300000000006,3.0,1.6999999999999318,Clarification
88454,17,58.04800000000002,174.14400000000006,3.0,0.7599999999999909,Substantive
87417,9,58.04575,232.183,4.0,1.330000000000041,Substantive
96879,4,57.690200000000004,576.902,10.0,,Silence/Abandonment
88432,9,57.497800000000005,574.9780000000001,10.0,0.7609999999999673,Substantive
83835,1,57.375600000000006,573.7560000000001,10.0,0.5799999999999272,Substantive
72447,11,57.37020000000001,573.7020000000001,10.0,0.7599999999999909,Substantive
77789,11,57.35849999999999,229.43399999999997,4.0,0.01999999999998181,Substantive
77457,29,56.742400000000046,567.4240000000004,10.0,1.0609999999996944,Substantive
49237,27,56.636799999999994,566.3679999999999,10.0,8.539999999999964,Silence/Abandonment
73021,13,56.5664,565.664,10.0,0.8260000000000218,Clarification
43154,0,55.5727,555.727,10.0,1.1180000000000518,Substantive
72657,8,55.39533333333335,166.18600000000004,3.0,1.4009999999999536,Clarification
92346,31,54.13800000000001,270.69000000000005,5.0,1.0419999999999163,Clarification
70921,17,54.019899999999986,540.1989999999998,10.0,0.5,Substantive
84240,1,53.85260000000001,269.26300000000003,5.0,0.853999999999985,Clarification
77667,3,53.591100000000004,535.9110000000001,10.0,0.38900000000001,Substantive
93254,11,52.8769,528.769,10.0,0.9220000000000255,Clarification
81018,5,52.60166666666667,157.805,3.0,2.310000000000059,Clarification
88432,3,52.3856,523.856,10.0,0.14799999999991087,Silence/Abandonment
91864,23,52.26675,209.067,4.0,1.211999999999989,Silence/Abandonment
84703,0,52.083000000000006,520.83,10.0,10.812000000000012,Silence/Abandonment
72835,3,52.03066666666666,156.09199999999998,3.0,0.4200000000000159,Clarification
78084,23,51.34333333333333,154.02999999999997,3.0,1.8740000000000236,Substantive
