model_number,model_name,short_label,term,coefficient,clustered_se,z_or_t,p_value,ci95_low,ci95_high
14,spec_14_drop_category,− Category FE,log_gap,-0.07020649169484733,0.003152073755288911,-22.273111971776302,6.735718695818564e-110,-0.07638444273182751,-0.06402854065786714
14,spec_14_drop_category,− Category FE,overlap,-0.14759680298407285,0.024210464280008857,-6.096405309581236,1.0848015813430775e-09,-0.19504844102188368,-0.10014516494626204
14,spec_14_drop_category,− Category FE,previous_log_duration,0.07309544585278165,0.003988863509463437,18.324880176863733,5.239667615354354e-75,0.06527741703498727,0.08091347467057602
15,spec_15_drop_current_duration,− Current duration,Intercept,1.0152719712265386,0.018485622992918387,54.922248041923,0.0,0.979040815928633,1.051503126524444
15,spec_15_drop_current_duration,− Current duration,C(category)[T.commentary],0.06557686681577903,0.015377176276800856,4.264558436174861,2.0029791941194484e-05,0.035438155129325626,0.09571557850223242
15,spec_15_drop_current_duration,− Current duration,C(category)[T.news],0.03899616862273981,0.048541314734072034,0.8033603711884566,0.4217664731647254,-0.05614306001826485,0.13413539726374446
15,spec_15_drop_current_duration,− Current duration,C(category)[T.political],0.38661648213194716,0.013332562681767295,28.997912206380065,6.990731047374961e-185,0.3604851394540605,0.4127478248098338
15,spec_15_drop_current_duration,− Current duration,C(category)[T.religion],-0.07800204610007788,0.011876308271383156,-6.5678697721268815,5.104014763027559e-11,-0.10127918258128402,-0.05472490961887175
15,spec_15_drop_current_duration,− Current duration,C(category)[T.sports],0.11287576571783958,0.02196022120015468,5.1400104165182325,2.7472323843992896e-07,0.06983452307300345,0.15591700836267572
15,spec_15_drop_current_duration,− Current duration,current_stance,0.032059129901256665,0.0026150615084124737,12.259417148745696,1.4957182989174666e-34,0.02693370352741123,0.0371845562751021
15,spec_15_drop_current_duration,− Current duration,previous_stance,0.04568148857328754,0.002574676403516097,17.7426136002578,1.9657530485961108e-70,0.04063521555055088,0.050727761596024205
15,spec_15_drop_current_duration,− Current duration,previous_log_iceberg_ratio,-0.08562365610134473,0.029059992090489345,-2.9464445769538714,0.0032145001918927195,-0.1425801939897227,-0.02866711821296678
15,spec_15_drop_current_duration,− Current duration,timeline_position,1.1127154969654518,0.05703720650649489,19.508590359149963,9.280609824056103e-85,1.0009246264339482,1.2245063674969554
15,spec_15_drop_current_duration,− Current duration,I(timeline_position ** 2),-0.833696095226067,0.05252003459923977,-15.87386797414895,9.612963329789396e-57,-0.9366334715073745,-0.7307587189447595
15,spec_15_drop_current_duration,− Current duration,log_gap,-0.034702939586286494,0.003055849561832257,-11.35623298336681,6.905869201790574e-30,-0.04069229466965022,-0.028713584502922766
15,spec_15_drop_current_duration,− Current duration,overlap,-0.024242779585793364,0.0238655750226084,-1.0158053833954401,0.3097220719528385,-0.07101844710044453,0.02253288792885779
15,spec_15_drop_current_duration,− Current duration,previous_log_duration,0.06269877633146734,0.004003246368630476,15.66198294033969,2.7518177696391097e-55,0.054852557627710845,0.07054499503522382
16,spec_16_drop_response_timing,− Gap/overlap,Intercept,0.998678038646322,0.021121509127224523,47.28251341468201,0.0,0.9572806414578279,1.040075435834816
16,spec_16_drop_response_timing,− Gap/overlap,C(category)[T.commentary],0.06401456982359342,0.015454276536141787,4.142191300504248,3.440032187438338e-05,0.0337247444056331,0.09430439524155375
16,spec_16_drop_response_timing,− Gap/overlap,C(category)[T.news],0.041820463204504374,0.048682973386428935,0.8590367493075601,0.390320241347341,-0.05359641129321829,0.13723733770222704
16,spec_16_drop_response_timing,− Gap/overlap,C(category)[T.political],0.41232709301460957,0.01319525200776754,31.248140829132208,2.366198160796381e-214,0.38646487431245535,0.4381893117167638
16,spec_16_drop_response_timing,− Gap/overlap,C(category)[T.religion],-0.08805706967624174,0.011854327724245519,-7.428263476817808,1.1003261829992266e-13,-0.11129112507669763,-0.06482301427578586
16,spec_16_drop_response_timing,− Gap/overlap,C(category)[T.sports],0.11697200900751714,0.022159758039698066,5.278577897735517,1.3019031893085543e-07,0.07353968134358702,0.16040433667144727
16,spec_16_drop_response_timing,− Gap/overlap,current_stance,0.029132704318748447,0.0026541738866178513,10.97618527016387,4.974908461853884e-28,0.02393061909227076,0.03433478954522613
16,spec_16_drop_response_timing,− Gap/overlap,previous_stance,0.04511952897767016,0.0025784908807560633,17.498424878834648,1.4728625676860076e-68,0.04006577971692331,0.05017327823841701
